item_id,eval_type,dataset,human_label,judge_model,run_idx,judge_score
privacy_judge_128,continuous,privacy_judge,1.4545454545454546,claude-3-5-haiku-20241022,0,1.0
privacy_judge_129,continuous,privacy_judge,2.30188679245283,claude-3-5-haiku-20241022,0,2.0
privacy_judge_130,continuous,privacy_judge,1.0576923076923077,claude-3-5-haiku-20241022,0,1.0
privacy_judge_131,continuous,privacy_judge,2.0754716981132075,claude-3-5-haiku-20241022,0,4.0
privacy_judge_132,continuous,privacy_judge,1.375,claude-3-5-haiku-20241022,0,1.0
privacy_judge_133,continuous,privacy_judge,2.188679245283019,claude-3-5-haiku-20241022,0,2.0
privacy_judge_134,continuous,privacy_judge,1.9814814814814814,claude-3-5-haiku-20241022,0,2.0
privacy_judge_135,continuous,privacy_judge,1.7884615384615385,claude-3-5-haiku-20241022,0,2.0
privacy_judge_136,continuous,privacy_judge,1.9814814814814814,claude-3-5-haiku-20241022,0,2.0
privacy_judge_137,continuous,privacy_judge,1.5849056603773586,claude-3-5-haiku-20241022,0,2.0
privacy_judge_138,continuous,privacy_judge,1.3148148148148149,claude-3-5-haiku-20241022,0,1.0
privacy_judge_139,continuous,privacy_judge,2.2745098039215685,claude-3-5-haiku-20241022,0,3.0
privacy_judge_140,continuous,privacy_judge,2.169811320754717,claude-3-5-haiku-20241022,0,2.0
privacy_judge_141,continuous,privacy_judge,1.3333333333333333,claude-3-5-haiku-20241022,0,2.0
privacy_judge_142,continuous,privacy_judge,1.152542372881356,claude-3-5-haiku-20241022,0,1.0
privacy_judge_143,continuous,privacy_judge,2.1923076923076925,claude-3-5-haiku-20241022,0,2.0
privacy_judge_144,continuous,privacy_judge,1.25,claude-3-5-haiku-20241022,0,1.0
privacy_judge_145,continuous,privacy_judge,1.3888888888888888,claude-3-5-haiku-20241022,0,1.0
privacy_judge_146,continuous,privacy_judge,1.1666666666666667,claude-3-5-haiku-20241022,0,1.0
privacy_judge_147,continuous,privacy_judge,1.3928571428571428,claude-3-5-haiku-20241022,0,1.0
privacy_judge_148,continuous,privacy_judge,2.5283018867924527,claude-3-5-haiku-20241022,0,2.0
privacy_judge_149,continuous,privacy_judge,1.1764705882352942,claude-3-5-haiku-20241022,0,1.0
privacy_judge_150,continuous,privacy_judge,1.4615384615384615,claude-3-5-haiku-20241022,0,2.0
privacy_judge_151,continuous,privacy_judge,2.0576923076923075,claude-3-5-haiku-20241022,0,2.0
privacy_judge_152,continuous,privacy_judge,1.6037735849056605,claude-3-5-haiku-20241022,0,1.0
privacy_judge_153,continuous,privacy_judge,1.7037037037037037,claude-3-5-haiku-20241022,0,1.0
privacy_judge_154,continuous,privacy_judge,1.4074074074074074,claude-3-5-haiku-20241022,0,1.0
privacy_judge_155,continuous,privacy_judge,2.0,claude-3-5-haiku-20241022,0,1.0
privacy_judge_156,continuous,privacy_judge,1.7777777777777777,claude-3-5-haiku-20241022,0,1.0
privacy_judge_157,continuous,privacy_judge,1.4642857142857142,claude-3-5-haiku-20241022,0,1.0
privacy_judge_158,continuous,privacy_judge,1.6538461538461537,claude-3-5-haiku-20241022,0,1.0
privacy_judge_159,continuous,privacy_judge,2.4,claude-3-5-haiku-20241022,0,3.0
privacy_judge_160,continuous,privacy_judge,1.8928571428571428,claude-3-5-haiku-20241022,0,2.0
privacy_judge_161,continuous,privacy_judge,1.2641509433962264,claude-3-5-haiku-20241022,0,1.0
privacy_judge_162,continuous,privacy_judge,2.056603773584906,claude-3-5-haiku-20241022,0,2.0
privacy_judge_163,continuous,privacy_judge,1.2037037037037037,claude-3-5-haiku-20241022,0,1.0
privacy_judge_164,continuous,privacy_judge,1.9615384615384615,claude-3-5-haiku-20241022,0,1.0
privacy_judge_165,continuous,privacy_judge,1.4423076923076923,claude-3-5-haiku-20241022,0,1.0
privacy_judge_166,continuous,privacy_judge,2.3529411764705883,claude-3-5-haiku-20241022,0,3.0
privacy_judge_167,continuous,privacy_judge,2.037037037037037,claude-3-5-haiku-20241022,0,1.0
privacy_judge_168,continuous,privacy_judge,2.1451612903225805,claude-3-5-haiku-20241022,0,3.0
privacy_judge_169,continuous,privacy_judge,1.6538461538461537,claude-3-5-haiku-20241022,0,1.0
privacy_judge_170,continuous,privacy_judge,1.5,claude-3-5-haiku-20241022,0,1.0
privacy_judge_171,continuous,privacy_judge,1.8867924528301887,claude-3-5-haiku-20241022,0,1.0
privacy_judge_172,continuous,privacy_judge,1.6037735849056605,claude-3-5-haiku-20241022,0,1.0
privacy_judge_173,continuous,privacy_judge,1.38,claude-3-5-haiku-20241022,0,1.0
privacy_judge_174,continuous,privacy_judge,1.7818181818181817,claude-3-5-haiku-20241022,0,1.0
privacy_judge_175,continuous,privacy_judge,2.690909090909091,claude-3-5-haiku-20241022,0,4.0
privacy_judge_176,continuous,privacy_judge,3.69811320754717,claude-3-5-haiku-20241022,0,4.0
privacy_judge_177,continuous,privacy_judge,1.4230769230769231,claude-3-5-haiku-20241022,0,1.0
privacy_judge_178,continuous,privacy_judge,1.6666666666666667,claude-3-5-haiku-20241022,0,1.0
privacy_judge_179,continuous,privacy_judge,3.018867924528302,claude-3-5-haiku-20241022,0,4.0
privacy_judge_180,continuous,privacy_judge,2.814814814814815,claude-3-5-haiku-20241022,0,4.0
privacy_judge_181,continuous,privacy_judge,2.5555555555555554,claude-3-5-haiku-20241022,0,3.0
privacy_judge_182,continuous,privacy_judge,3.5686274509803924,claude-3-5-haiku-20241022,0,5.0
privacy_judge_183,continuous,privacy_judge,3.725806451612903,claude-3-5-haiku-20241022,0,5.0
privacy_judge_184,continuous,privacy_judge,2.6129032258064515,claude-3-5-haiku-20241022,0,3.0
privacy_judge_185,continuous,privacy_judge,3.6984126984126986,claude-3-5-haiku-20241022,0,5.0
privacy_judge_186,continuous,privacy_judge,3.0,claude-3-5-haiku-20241022,0,3.0
privacy_judge_187,continuous,privacy_judge,3.3454545454545452,claude-3-5-haiku-20241022,0,5.0
privacy_judge_188,continuous,privacy_judge,3.8867924528301887,claude-3-5-haiku-20241022,0,5.0
privacy_judge_189,continuous,privacy_judge,3.803921568627451,claude-3-5-haiku-20241022,0,5.0
privacy_judge_190,continuous,privacy_judge,2.803921568627451,claude-3-5-haiku-20241022,0,3.0
privacy_judge_191,continuous,privacy_judge,3.6538461538461537,claude-3-5-haiku-20241022,0,5.0
privacy_judge_192,continuous,privacy_judge,3.3653846153846154,claude-3-5-haiku-20241022,0,4.0
privacy_judge_193,continuous,privacy_judge,4.2,claude-3-5-haiku-20241022,0,5.0
privacy_judge_194,continuous,privacy_judge,3.074074074074074,claude-3-5-haiku-20241022,0,3.0
privacy_judge_195,continuous,privacy_judge,4.264150943396227,claude-3-5-haiku-20241022,0,5.0
privacy_judge_196,continuous,privacy_judge,4.320754716981132,claude-3-5-haiku-20241022,0,5.0
privacy_judge_197,continuous,privacy_judge,3.0961538461538463,claude-3-5-haiku-20241022,0,4.0
privacy_judge_198,continuous,privacy_judge,4.277777777777778,claude-3-5-haiku-20241022,0,5.0
privacy_judge_199,continuous,privacy_judge,3.0185185185185186,claude-3-5-haiku-20241022,0,4.0
privacy_judge_200,continuous,privacy_judge,2.5714285714285716,claude-3-5-haiku-20241022,0,3.0
privacy_judge_201,continuous,privacy_judge,2.7735849056603774,claude-3-5-haiku-20241022,0,4.0
privacy_judge_202,continuous,privacy_judge,2.6481481481481484,claude-3-5-haiku-20241022,0,2.0
privacy_judge_203,continuous,privacy_judge,2.980769230769231,claude-3-5-haiku-20241022,0,3.0
privacy_judge_204,continuous,privacy_judge,3.3870967741935485,claude-3-5-haiku-20241022,0,4.0
privacy_judge_205,continuous,privacy_judge,2.509433962264151,claude-3-5-haiku-20241022,0,3.0
privacy_judge_206,continuous,privacy_judge,3.4107142857142856,claude-3-5-haiku-20241022,0,5.0
privacy_judge_207,continuous,privacy_judge,1.8181818181818181,claude-3-5-haiku-20241022,0,2.0
privacy_judge_208,continuous,privacy_judge,2.6226415094339623,claude-3-5-haiku-20241022,0,3.0
privacy_judge_209,continuous,privacy_judge,3.0555555555555554,claude-3-5-haiku-20241022,0,3.0
privacy_judge_210,continuous,privacy_judge,2.7735849056603774,claude-3-5-haiku-20241022,0,4.0
privacy_judge_211,continuous,privacy_judge,3.1153846153846154,claude-3-5-haiku-20241022,0,3.0
privacy_judge_212,continuous,privacy_judge,3.4,claude-3-5-haiku-20241022,0,4.0
privacy_judge_213,continuous,privacy_judge,3.150943396226415,claude-3-5-haiku-20241022,0,4.0
privacy_judge_214,continuous,privacy_judge,2.358490566037736,claude-3-5-haiku-20241022,0,2.0
privacy_judge_215,continuous,privacy_judge,2.2545454545454544,claude-3-5-haiku-20241022,0,3.0
privacy_judge_216,continuous,privacy_judge,2.9622641509433962,claude-3-5-haiku-20241022,0,3.0
privacy_judge_217,continuous,privacy_judge,3.9272727272727272,claude-3-5-haiku-20241022,0,5.0
privacy_judge_218,continuous,privacy_judge,3.0754716981132075,claude-3-5-haiku-20241022,0,4.0
privacy_judge_219,continuous,privacy_judge,2.826923076923077,claude-3-5-haiku-20241022,0,4.0
privacy_judge_220,continuous,privacy_judge,2.4363636363636365,claude-3-5-haiku-20241022,0,2.0
privacy_judge_221,continuous,privacy_judge,2.7169811320754715,claude-3-5-haiku-20241022,0,3.0
privacy_judge_222,continuous,privacy_judge,3.1454545454545455,claude-3-5-haiku-20241022,0,4.0
privacy_judge_223,continuous,privacy_judge,4.053571428571429,claude-3-5-haiku-20241022,0,5.0
privacy_judge_224,continuous,privacy_judge,2.150943396226415,claude-3-5-haiku-20241022,0,2.0
privacy_judge_225,continuous,privacy_judge,4.0,claude-3-5-haiku-20241022,0,5.0
privacy_judge_226,continuous,privacy_judge,2.0961538461538463,claude-3-5-haiku-20241022,0,1.0
privacy_judge_227,continuous,privacy_judge,3.2264150943396226,claude-3-5-haiku-20241022,0,3.0
privacy_judge_228,continuous,privacy_judge,3.2962962962962963,claude-3-5-haiku-20241022,0,5.0
privacy_judge_229,continuous,privacy_judge,1.2142857142857142,claude-3-5-haiku-20241022,0,1.0
privacy_judge_230,continuous,privacy_judge,2.2333333333333334,claude-3-5-haiku-20241022,0,1.0
privacy_judge_231,continuous,privacy_judge,4.581818181818182,claude-3-5-haiku-20241022,0,5.0
privacy_judge_232,continuous,privacy_judge,3.4444444444444446,claude-3-5-haiku-20241022,0,5.0
privacy_judge_233,continuous,privacy_judge,2.0377358490566038,claude-3-5-haiku-20241022,0,2.0
privacy_judge_234,continuous,privacy_judge,1.8679245283018868,claude-3-5-haiku-20241022,0,2.0
privacy_judge_235,continuous,privacy_judge,3.576923076923077,claude-3-5-haiku-20241022,0,5.0
privacy_judge_236,continuous,privacy_judge,1.6037735849056605,claude-3-5-haiku-20241022,0,1.0
privacy_judge_237,continuous,privacy_judge,1.5471698113207548,claude-3-5-haiku-20241022,0,1.0
privacy_judge_238,continuous,privacy_judge,2.259259259259259,claude-3-5-haiku-20241022,0,1.0
privacy_judge_239,continuous,privacy_judge,2.7454545454545456,claude-3-5-haiku-20241022,0,4.0
privacy_judge_240,continuous,privacy_judge,3.262295081967213,claude-3-5-haiku-20241022,0,5.0
privacy_judge_241,continuous,privacy_judge,2.5555555555555554,claude-3-5-haiku-20241022,0,4.0
privacy_judge_242,continuous,privacy_judge,1.8461538461538463,claude-3-5-haiku-20241022,0,1.0
privacy_judge_243,continuous,privacy_judge,4.111111111111111,claude-3-5-haiku-20241022,0,5.0
privacy_judge_244,continuous,privacy_judge,2.890909090909091,claude-3-5-haiku-20241022,0,3.0
privacy_judge_245,continuous,privacy_judge,3.2,claude-3-5-haiku-20241022,0,5.0
privacy_judge_246,continuous,privacy_judge,1.7169811320754718,claude-3-5-haiku-20241022,0,1.0
privacy_judge_247,continuous,privacy_judge,1.3461538461538463,claude-3-5-haiku-20241022,0,1.0
privacy_judge_248,continuous,privacy_judge,2.8867924528301887,claude-3-5-haiku-20241022,0,3.0
privacy_judge_249,continuous,privacy_judge,2.462962962962963,claude-3-5-haiku-20241022,0,3.0
privacy_judge_0,continuous,privacy_judge,1.150943396226415,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_1,continuous,privacy_judge,1.0727272727272728,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_2,continuous,privacy_judge,2.4909090909090907,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_3,continuous,privacy_judge,2.2745098039215685,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_4,continuous,privacy_judge,1.492537313432836,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_5,continuous,privacy_judge,2.185185185185185,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_6,continuous,privacy_judge,2.814814814814815,claude-3-7-sonnet-20250219,0,3.0
privacy_judge_7,continuous,privacy_judge,2.4705882352941178,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_8,continuous,privacy_judge,3.2264150943396226,claude-3-7-sonnet-20250219,0,3.0
privacy_judge_9,continuous,privacy_judge,1.6538461538461537,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_10,continuous,privacy_judge,2.259259259259259,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_11,continuous,privacy_judge,3.0357142857142856,claude-3-7-sonnet-20250219,0,3.0
privacy_judge_12,continuous,privacy_judge,1.7678571428571428,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_13,continuous,privacy_judge,1.4814814814814814,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_14,continuous,privacy_judge,1.56,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_15,continuous,privacy_judge,1.9056603773584906,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_16,continuous,privacy_judge,2.259259259259259,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_17,continuous,privacy_judge,1.509433962264151,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_18,continuous,privacy_judge,1.8113207547169812,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_19,continuous,privacy_judge,1.8269230769230769,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_20,continuous,privacy_judge,2.7547169811320753,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_21,continuous,privacy_judge,1.88135593220339,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_22,continuous,privacy_judge,2.1272727272727274,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_23,continuous,privacy_judge,2.6037735849056602,claude-3-7-sonnet-20250219,0,2.0
privacy_judge_24,continuous,privacy_judge,1.7777777777777777,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_25,continuous,privacy_judge,1.6666666666666667,claude-3-7-sonnet-20250219,0,1.0
privacy_judge_26,continuous,privacy_judge,3.576923076923077,claude-3-7-sonnet-20250219,0,3.0
privacy_judge_27,continuous,privacy_judge,2.9074074074074074,claude-3-7-sonnet-20250219,0,3.0
privacy_judge_28,continuous,privacy_judge,3.849056603773585,claude-3-7-sonnet-20250219,0,4.0
privacy_judge_29,continuous,privacy_judge,2.69811320754717,claude-3-7-sonnet-20250219,0,3.0
privacy_judge_30,continuous,privacy_judge,3.5925925925925926,claude-3-7-sonnet-20250219,0,3.0
