item_id,app_id,human_label,title,text,updated
appstore_835599320_14428629157,835599320,1,Thought ts was for dancing,I just seen 4 naked dudes jumping on a trampoline 😐🫩😭,2026-08-14T16:40:29-07:00
appstore_835599320_14428619843,835599320,1,i hate tik tok,they literally banned me for being 12 there's people so much younger than me on TikTok but I get banned I literally turned 13 like next month not recommended,2026-08-14T16:36:53-07:00
appstore_835599320_14428594451,835599320,5,Lala♡,MEOW⊹•∘˙🐈‍⬛♡,2026-08-14T16:27:04-07:00
appstore_835599320_14428571539,835599320,3,Good but the banning,It’s okay but yall ban us for posting Roblox but can’t ban people that post nasty things do better but it’s a good app,2026-08-14T16:18:09-07:00
appstore_835599320_14428564204,835599320,5,ROSY,BEUTAFALL,2026-08-14T16:15:15-07:00
appstore_835599320_14428553408,835599320,1,I hate you so much you banned my account you hoe so I’m so done with you I’m reporting your app,1,2026-08-14T16:11:07-07:00
appstore_835599320_14428517333,835599320,5,Numnum,Numnumnumnumnumnumnum,2026-08-14T15:57:16-07:00
appstore_835599320_14428514180,835599320,1,I'm sorry but...,The whole app is toxic I would like it if it was less toxic sorry tbh,2026-08-14T15:56:04-07:00
appstore_835599320_14428511012,835599320,5,Jesus loves you,God bless yall,2026-08-14T15:54:52-07:00
appstore_835599320_14428449077,835599320,3,Warnings,"It’s a good app, I use it mainly for my artist post. But I keep getting warnings over nothing. It’s actually starting to become a problem.",2026-08-14T15:31:04-07:00
appstore_835599320_14428438964,835599320,1,TikTok shop scam,"Customer service agent canceled my giveaway order because I asked for a refund on another order, hilariously pathetic. I will never use TikTok shop again",2026-08-14T15:27:17-07:00
appstore_835599320_14428412194,835599320,5,Add THEMES,"I LOVE THIS APP BUT IT WOULD BE BETTER (for creative people) if you could decorate your account more(banners,bgs,frames,fonts, gifs, and music for your account too!!)",2026-08-14T15:17:08-07:00
appstore_835599320_14428374927,835599320,1,TikTok fix your app,Ok I was using TikTok one day and I gave me a ban saying it believes I am under 13 mind you I am 13 and I use my face to see if I’m 13 and it say can’t make up an age or something like that. So I look at the other ways and non of them can help like I don’t have a id or credit card this app really needs to get under control fix your app TIKTOK!!!,2026-08-14T15:02:57-07:00
appstore_835599320_14428356558,835599320,3,Nota,"Algo que deberían de hacer es poner un Icono de borrar a los filtros, porque hay personas que los crean sin querer y eso se le queda en la cuenta y es vergonzoso porque no se le puede quitar. En mi caso, sin querer creé un filtro, y no lo puedo borrar. Me da vergüenza tenerlo ahí y he considerado crear otra cuenta pero tengo todo en esa cuenta. Deberían de tomar esto en cuenta…",2026-08-14T14:55:57-07:00
appstore_835599320_14428351905,835599320,1,Just messed up,I have made several accounts and deleted them cause every single time I made an account I had no comment section on anything videos video can’t customize my account can’t follow or get followed by people because I had a friend search my account and it says it doesn’t even exist I report the problem and nothing has happened,2026-08-14T14:54:13-07:00
appstore_835599320_14428341371,835599320,5,Susie,Susie,2026-08-14T14:50:13-07:00
appstore_835599320_14428244899,835599320,5,Best app ever,Thank you chinese make apps better than amerecan,2026-08-14T14:14:01-07:00
appstore_835599320_14428237025,835599320,1,FIX TIKTOK FOR IOS,FIX TIKTOK FOR IOS,2026-08-14T14:11:08-07:00
appstore_835599320_14428236483,835599320,1,Technical bug issue,"Other viewers can’t see my comments in TikTok livestream on my iphone 17 pro, but can see them if I comment using another device. The problem restarts everytime I update the TikTok app… Account(s) is in good standing. Please fix the shadow ban on my device.",2026-08-14T14:10:56-07:00
appstore_835599320_14428197349,835599320,1,исправьте пожалуйста,не работает приложение,2026-08-14T13:56:27-07:00
appstore_835599320_14428171225,835599320,5,Ana,muy entretenido,2026-08-14T13:46:48-07:00
appstore_835599320_14428089882,835599320,1,This is dumb,TikTok is rigged first last night I get banned for being under 13 even though I am 13 and TikTok is 12+ so what is it on about today? I updated my account and now it’s it went from from 27m to 4m which is OK and you restart the whole upload two times,2026-08-14T13:17:33-07:00
appstore_835599320_14428076460,835599320,4,Glitches,I love this app but I’ve been experiencing a lot of glitches lately and I’ve been trying to report them but nothing solves my issues,2026-08-14T13:12:43-07:00
appstore_835599320_14428055987,835599320,1,Stupid feature,The app overall is fine but EVERYTIME I OPEN A VIDEO CAPTION IT SENDS TO THE LAST PERSON I SENT VIDEOS TO IF I WANTED TO SEND A VIDEO TO SOMEONE I WILL GO THROUGH THE EXTRA STEP SO STUPID AT LEAST MAKE IT A OPTION TO TURN IT OFF,2026-08-14T13:05:34-07:00
appstore_835599320_14427956422,835599320,5,впн,часто из за впн только немецкий тик ток,2026-08-14T12:30:36-07:00
appstore_835599320_14427952281,835599320,1,yeter,kesinlikle yüklemeyin ben valorant oynarken telefonumu kapatmıstim geri actigimda butun herkesi kendi kendine takipten cikmis cok sinirlendim geri takip etmeye calısıncada takip engeli atti hic begenmedim bu uygulamayı deli etti beni aklimi yitirdim dellendim fıttırdım eger takip engelimi acmazsanız bu uygulamaya ban atiyorum bunu siz istediniz😡😡,2026-08-14T12:29:08-07:00
appstore_835599320_14427946980,835599320,3,GIVE ME CHAT BACK,So I got age restricted and now I can’t start any streaks with my friends nor send videos. Nor live. PLS GIVE ME CHAT BACK.,2026-08-14T12:27:20-07:00
appstore_835599320_14427854895,835599320,3,I got banned from live streaming for NO REASON,"I was just doing a fun live then I got banned from doing live streams, and it won’t even tell me what I did! And it said i cant go live for 4 YEARS thos realy pisses me off",2026-08-14T11:55:55-07:00
appstore_835599320_14427843102,835599320,1,I hate what Tik tok has done to our society.,"I hate how you’ve killed attention spans, how we talk, how we interact, how we love, for your stupid algorithm. I hate how your ui has contaminated other social media places, such as YouTube. I hate how hard you make it for new content creators to thrive and grow because you’re whole post, like, swipe, and now go away type algorithm. You’re why alternative/emo/goth/punk scene is dead and you’re why Gen Z is facing a crippling loneliness, and mental health epidemic. You are why so many have decided they “do not belong” here. You’re why we’ve lost so many to eating disorders, depression, and anxiety.

I hate you for the world that you’ve made. You’re not just an app. You’re a disease and a thief. You’ve stolen almost everything. You were supposed to be a fad that was supposed to go away like Vine. 

I hate you for everything you’ve done.",2026-08-14T11:52:01-07:00
appstore_835599320_14427823603,835599320,4,Sit sit,The only thing is if you don’t want to be in the same position situation I room place with the other people that are in the place that,2026-08-14T11:45:28-07:00
appstore_835599320_14427759908,835599320,4,My TikTok are no sending messages,Please help me and fix it,2026-08-14T11:24:14-07:00
appstore_835599320_14427750804,835599320,1,I hate it,"Every single time I try to get back on TikTok it literally says that I’m not old enough. Please stop putting age restrictions. People are just trying to become big creators one day stop doing that this is a one star TikTok. I hate it. This is very very, very, very bad. Please stop putting restrictions and just let people get on here.",2026-08-14T11:21:14-07:00
appstore_835599320_14427744046,835599320,1,SCAMMERS THAT YOU WONT REMOVE,So it has become a serious issue in the TikTok tattoo community that people keep duplicating tattoo artists accounts replicating every single thing on their page and are reaching out to people via direct message to get them to book with them. Send them a booking link. Send them an email and TikTok has no way of reporting them. You can only report them as a celebrity. It will not let me report. The account is duplicating another business and all the person did was block me so now they’re continuing to scam people and TikTok doesn’t care.,2026-08-14T11:18:58-07:00
appstore_835599320_14427688392,835599320,1,rất bào gb,như cc,2026-08-14T11:00:51-07:00
appstore_835599320_14427599023,835599320,5,Gore problem,The app is amazing but it’s just this inverse gore problem you need to fix but other then that. Cinema,2026-08-14T10:31:59-07:00
appstore_835599320_14427442367,835599320,1,Lots of rape and violent threats. Not safe for children,"There has been a huge load of spam bots attacking blogs. Those bot blog bots have “rape” or “terf” in their urls and I see people complaining about why is STAFF not doing anything???? Also, there have been lots of violent threats from actual real blogs who identified as trans or are aligned with them. This website isn’t safe for children or women.",2026-08-14T09:43:39-07:00
appstore_835599320_14427430674,835599320,1,1 GIGABYTE UPDATE!!!,"One Gigabyte update and the developer gives no details on what is in this update, That is very Suspicious",2026-08-14T09:40:05-07:00
appstore_835599320_14427373316,835599320,5,Cepillo estupendo,Los cepillos de boca de muy buena calidad,2026-08-14T09:23:02-07:00
appstore_835599320_14427310968,835599320,5,follow sinccq,follow sinccq pls,2026-08-14T09:04:50-07:00
appstore_835599320_14427299765,835599320,5,I love this app,"Hey it’s recketdeeralphatadoo here i really like this app I’ve been using it for years now and it’s never disappointed me if i want entertainment i come right here if i want news i come here there is not a place better. If i had to add feature suggestions for one I’d say make it to where you can add friends to your collections at any time and try to help with video compression when uploading if those are doable please go ahead other than that i have no issues i use this app everyday. Me and all my buddies from Israel really appreciate how this all has brought us all together, much love!",2026-08-14T09:01:35-07:00
appstore_835599320_14427135556,835599320,1,1 ⭐️,Gng it won’t let me use the microphone in the videos😭💔,2026-08-14T08:14:57-07:00
appstore_835599320_14427042880,835599320,2,The app is okay but unfair??,"THIS APP IS GREAT! I’m kind of popular in the TikTok community which makes me happy, but apparently I keep getting live violations and age restrictions whenever I try going live. TikTok I already showed you my face multiple times to show I’m old enough, let me go live😭🙏 now I can’t go live until 2031, thanks a lot 😭 I’ve literally done nothing wrong, all I do is draw and chat with my viewers, I don’t know if it’s because I have a high pitched voice or if it’s because of that damn AI. I’ve tried appealing with the ai help center and it genuinely didn’t help at all.",2026-08-14T07:49:10-07:00
appstore_835599320_14427039669,835599320,1,?,"Gì cũng bị đánh vi phạm hết vậy má ? Gửi hình bthg cũng bị đánh vi phạm , mấy cái nội dung bậy bạ tài khoản xàm thì ko đánh đi 🙂",2026-08-14T07:48:19-07:00
appstore_835599320_14426920889,835599320,1,Stop removing my comments,"Literally just commented a sticker of ghost rider and got removed for community guidelines, then you got literal cartoon porn that stays up.",2026-08-14T07:15:25-07:00
appstore_835599320_14426853328,835599320,2,9yearsold,Why would you remove my hashtag that shows that my daughter turned nine years old saying that is a community guideline violation? I’m starting to think they’re just censoring who they wanna sensor and letting everything else go through but yet you allow people to post graphical things but me saying that my daughter is nine years old is a problem. TikTok has a problem.,2026-08-14T06:56:28-07:00
appstore_835599320_14426784062,835599320,5,Love my world blessed,1000,2026-08-14T06:36:53-07:00
appstore_835599320_14426749546,835599320,1,Ew,"One star see that I’m only 11 when it’s 1,000 4 year olds out there on TikTok",2026-08-14T06:27:01-07:00
appstore_835599320_14426691551,835599320,3,Suggestion,Can you stop refreshing? Anytime I'm typing a comment then get off the app for a few seconds or or whatever it refreshes and it irks me,2026-08-14T06:10:20-07:00
appstore_835599320_14426595494,835599320,1,Boooo!,"Honestly, TikTok is too time consuming for today’s generation. If we all stopped using this app, we’d probably also all be outside doing something. It’s surely disappointing after realizing that spending as much time as I did here, none of it was worth the wasted time I could have been spending doing better things with real people.",2026-08-14T05:41:45-07:00
appstore_835599320_14426524724,835599320,2,Highlight Tiktok,"My other account have a highlight feature while i don’t have one . i hope tiktok can fix this bug or something please , fix it i need it.",2026-08-14T05:20:09-07:00
appstore_835599320_14426516911,835599320,3,Remove the ai,The Ai overview in the caption is the worst feature TikTok has ever had and I’ve been using this app since 2020. It is so useless there isn’t even an option to turn it off if I want. STOP SHOVING AI DOWN OUR THROATS.,2026-08-14T05:17:46-07:00
appstore_835599320_14426359554,835599320,1,I’m 15!,So why am I age restricted. I’m 15. TikTok fix my account.,2026-08-14T04:27:18-07:00
appstore_835599320_14426288395,835599320,1,Review,"I get an ad and sometimes even 2 ads in a row every 2 to 3 videos, it honestly gets annoying and frustrating sometimes",2026-08-14T04:03:18-07:00
appstore_835599320_14426268353,835599320,1,Racism,"This app used to be great and technically still is but it’s literally just a breeding ground for racist. You open any video with people of color(especially African American, interracial couples, or South Asians) and the comments are DISGUSTING. And what does TikTok do about these comments? Absolutely nothing, you would think it’s an app for the KKK. You report the comments and still nothing happens, get better moderators stop letting this slide. App used to be so fun but for awhile now this app has transformed and it’s disgusting. These ppl feel way too confident being boldly racist. 1. Get better moderators 2. Actually punish the racist, delete their account. Racism was never a joke, will never be a joke, people die cause of it, stop treating it like one.",2026-08-14T03:56:19-07:00
appstore_835599320_14426229267,835599320,1,TikTok,TikTok banned Me from texting bc my cousin said something inappropriate and I tried telling I didn’t do it and they won’t believe me this is why my family always says don’t use TikTok,2026-08-14T03:42:31-07:00
appstore_835599320_14426201968,835599320,5,I want more Fortnite content,I just want to be beee okay and I eat the Mac and cheese with the fried egg roll five starts please gained starts Beale tuna signed the divorce papers,2026-08-14T03:32:38-07:00
appstore_835599320_14426131465,835599320,2,Не могу подписываться,"Не могу подписываться на людей ,жму кнопку подписаться,а через несколько секунд сбрасывается на начало",2026-08-14T03:06:31-07:00
appstore_835599320_14426070358,835599320,5,Can i pls get my account unbanned,So i was answering the question of my hight that was 12 5/4 and it banned me so can you help pls,2026-08-14T02:43:16-07:00
appstore_835599320_14425864961,835599320,4,dey stay banning mi,follow ma TikTok: dafreakinggoat67,2026-08-14T01:22:09-07:00
appstore_835599320_14425825228,835599320,4,HASHTAGS,Please  bring back the multiple hashtags instead of stuck on 5 hashtags,2026-08-14T01:05:41-07:00
appstore_835599320_14425823475,835599320,1,why is there so much p0rn,crazy amount of adult content in ts,2026-08-14T01:04:58-07:00
appstore_835599320_14425781642,835599320,1,TikTok moderation is a joke,"TikTok bans positive comments and posts (or removes them from being “eligible for the For You Page”, but won’t take down genuinely bad stuff. One of my many examples is when I reported a video where someone threatened the life of a past president, which is a federal crime regardless of if you like em or not, and TikTok said no violation was found. I appealed it, and they didn’t change their mind. However, when I commented on that video informing the user that the post was a federal crime, TikTok took my comment down for violating their guidelines and punished ME? I’ve seen them take down people commenting simple things like heart emoji’s too, but apparently federal crimes are okay? I understand it’s an AI reviewing these but if it doesn’t work, why use it? I tried reporting their report system issue to their website but it just tells you to report in the app, which the app tells you to report to the website. It’s incredibly biased and they don’t even follow their own guidelines in their reporting.",2026-08-14T00:47:39-07:00
appstore_835599320_14425753190,835599320,5,Thanks tik tok,It’s great app I use for long time thanks tik tok but my videos didn’t go viral,2026-08-14T00:35:47-07:00
appstore_835599320_14425711947,835599320,1,Don’t download,This app ruined my life by addicting me and I use it 9 hours a day,2026-08-14T00:18:09-07:00
appstore_835599320_14425626926,835599320,2,Just no just no,Come on TikTok you’re better than this. Why do you have to? Why does my account have to be deleted first of all? Why can’t I just make videos? There’s all these little kids out there that are making videos and my niece can’t even do that instead of coming out for me come out for them not trying to be rude.,2026-08-13T23:41:47-07:00
appstore_835599320_14425609339,835599320,1,.,По какой-то причине идет загрузка на половину и полностью перестает все перепробовал,2026-08-13T23:34:04-07:00
appstore_835599320_14425588479,835599320,1,Stoped,They banned my cousin for no reason,2026-08-13T23:24:57-07:00
appstore_835599320_14425575325,835599320,1,You’ll get shadow banned whenever they want too,Constant pushing of the promote feature and then penalizing of accounts and the nonstop ai has made this from an amazing tool for the community into a pale imitation.,2026-08-13T23:19:15-07:00
appstore_835599320_14425510800,835599320,3,😡,cool awesome i love it js let me write stuff on my reposts again pls u keep giving unnecessary updates like removing pinning comments and now writing on ur reposts,2026-08-13T22:51:01-07:00
appstore_835599320_14425509750,835599320,5,TikTok😍,La mejor app lo jurooo❤️,2026-08-13T22:50:34-07:00
appstore_835599320_14425465104,835599320,4,agent are very helpful,contacting agent are very helpful and solve my issues very friendly,2026-08-13T22:30:55-07:00
appstore_835599320_14425461325,835599320,5,Hi tik tok I love tic tac,Hi TikTok I like tic tac because it taste good but tic face taste yucky sometimes but I like it so I’ll give it a 4.5 star review but tik sound like what a clock goes it goes tick tick but I don’t like ticks Becouse they give like disease but I like limes Becouse there sour but sour taste wierd I like spicy and also I hope you change your TikTok name to make it more cool and spicy becouse I like spicy foods you should name it taco O cracko becouse I like tacos and crackers but crackers are salty so you should name it taco O no salt but sometimes things need salt like French fry’s and I like the French so I gave it 5 star review but French fry’s are soft not hard and I like hard things but they hurt my teeth sometimes and teeth=dentist and I don’t like dentist so I give it 4.1 star but I like the number 1 Becouse I’m number 1(bleach reference so I give it a 5 bye tik tok please rename your logo adios I say adios becouse I’m 10% Spanish,2026-08-13T22:29:16-07:00
appstore_835599320_14425418666,835599320,5,Good,It was good,2026-08-13T22:10:45-07:00
appstore_835599320_14425397014,835599320,5,Love the app,Love this app I spent so many hours doing scrolling all those late night with my friends so peak,2026-08-13T22:01:15-07:00
appstore_835599320_14425359945,835599320,1,Interacts and rate ads ?,All of a sudden adds are giving themselves 5 stars for rating and recommending more adds that are similar. I tried to remove the 5 stars and the ad refused,2026-08-13T21:45:06-07:00
appstore_835599320_14425355178,835599320,1,Dumb,Omg it’s dumb and stupid,2026-08-13T21:43:03-07:00
appstore_835599320_14425343863,835599320,1,Stupid updates,You reset your algorithm and now I’m flopping so badly and people using templates are getting thousands of likes rather than regular editors are spending hours on their edits just to flop. I also got age restricted because I have a “baby face” so now it says I’m too young so now I can’t message nor people can’t comment on my videos unless they’re my friend. At this point might as well move to instagram or YouTube.,2026-08-13T21:38:13-07:00
appstore_835599320_14425255827,835599320,3,suggestion,You guys should allow us to report a account for pretending to be someone even if the person they are pretending to be isn’t a celebrity because people are smart and they are going to use someone who isn’t famous to scam and cheat people & it’s sad how we can’t do anything about it.,2026-08-13T21:00:45-07:00
appstore_835599320_14425241436,835599320,1,Trash,Black listed for follow listing and brought down a fake psycho,2026-08-13T20:54:48-07:00
appstore_835599320_14425236429,835599320,3,Reposts and likes,"I don’t rly like it when I try to like a video and it says “you can’t like” or something like that, also whenever I try to repost it doesn’t show up in my reposts for me or others, and it’s very annoying",2026-08-13T20:52:41-07:00
appstore_835599320_14425233620,835599320,1,Change the “share” feature,I go to click on a caption and too often I end up sharing a post with someone - it shouldn’t be that easy to share when you’re no where near the share arrow!,2026-08-13T20:51:32-07:00
appstore_835599320_14425215600,835599320,1,Shadow banned for no reason,"My business account randomly got shadow banned for no reason: no views other than views from my personal account that I sought out. It is not something that was happening before but ever since, had happened consistently unless I pay to promote a post. I tried reaching out for support but it was unhelpful and they did not address the issue. They said they could not change the number of likes for people or force engagement which is not what I was asking for, but they closed the support ticket without even confirming if the issue was resolved for me. Horrible experience that is hurting the growth of my business. I will no longer be using TikTok for business related activities",2026-08-13T20:44:14-07:00
appstore_835599320_14425190973,835599320,3,Ideas,"I think TikTok should have auto scroll, not only for the fyp but also for the pages you’re following your friends and if you go on someone else’s profile and wanna watch other videos from start to finish",2026-08-13T20:34:22-07:00
appstore_835599320_14425185918,835599320,5,😇,KINDA WISH YOU CAN TAG PEOPLE AWHILE YOUR ON A LIVE-STREAMING,2026-08-13T20:32:23-07:00
appstore_835599320_14425143997,835599320,2,Auto captions are gone,"Until a week or so ago, most videos had auto captions, which was great for me because I tend to scroll after my husband goes to bed. Well now they’ve disappeared and I can’t find a way to get them back, even after going through support. A huge miss and a serious issue for those dead and HOH people who need that accessibility feature.",2026-08-13T20:16:55-07:00
appstore_835599320_14425119595,835599320,5,Funny,100% funnier than YouTube it is like a vip version of YouTube,2026-08-13T20:07:19-07:00
appstore_835599320_14425110794,835599320,5,Still needs some work,"This app has some glitches still. I tap likes and it doesn’t show the hearts like it usually does. Also, my notifications get switched automatically to personal. When I chose All.",2026-08-13T20:03:52-07:00
appstore_835599320_14425090768,835599320,1,They do not refund,Money back guarantee is bs been waiting a month for me refund that never came. Customer service is terrible in que for hours and my number in line will just get pushed back. Never got an answer when I finally got a hold of a live agent. Do not buy anything unless you’re absolutely sure you’re going to accept it as is. Because good like getting your money back.,2026-08-13T19:56:01-07:00
appstore_835599320_14425088431,835599320,1,Permanently banned my account for no reason,"I tried to appeal but they said that I apparently broke some type of guideline, but I don’t even post on that account.",2026-08-13T19:55:07-07:00
appstore_835599320_14425076450,835599320,5,Voice chat,I do I chat voice I don’t have it🥀✌️,2026-08-13T19:50:28-07:00
appstore_835599320_14425075207,835599320,1,Photos,Why can’t I select the photos (limited selection) that I want without the apps crashing? It doesn’t crash when I select the full access to all photos!! I don’t want the full access to alls my photos. How many times do will you send me notifications about someone……and I say that “IM NOT INTERESTED” in this notification before i stop getting notifications about them??? If i hit the “NOT INTERESTED” button two or more times IM CEARLY NOT INTERESTED. Please i beg of you.,2026-08-13T19:50:00-07:00
appstore_835599320_14425074031,835599320,5,YOUNGHOOO,😂😂,2026-08-13T19:49:32-07:00
appstore_835599320_14425070967,835599320,5,Really nice app,I like this cuz it has games/filters and you can communicate with friends,2026-08-13T19:48:20-07:00
appstore_835599320_14425048133,835599320,5,Recommendation,TIKTOK PLEASE ADD A HIDE REPOSTS BUTTON!! it would make the app better thank u…,2026-08-13T19:39:40-07:00
appstore_835599320_14424896709,835599320,5,Iam the best creator,My video grow,2026-08-13T18:43:10-07:00
appstore_835599320_14424885040,835599320,2,Bab,Causes,2026-08-13T18:38:53-07:00
appstore_835599320_14424873583,835599320,1,banned,banned me for no reason,2026-08-13T18:34:38-07:00
appstore_835599320_14424837099,835599320,4,Glitches,It’s such a good app but it did a weird glitch on my alt account and now I can’t send videos to others or get videos from others so I had to get a knew account everything is good now but I can’t have streaks with anyone,2026-08-13T18:21:23-07:00
appstore_835599320_14424783041,835599320,5,How I love the app,The app is so good so. Entertaining and fun.,2026-08-13T18:01:17-07:00
appstore_835599320_14424724139,835599320,1,Too addicting,This app is very entertaining but a little too entertaining. I have wasted so much time on this app it’s like a trance. Once I watch one video I waste 5 hours watch 100 other videos.,2026-08-13T17:39:19-07:00
appstore_835599320_14424714637,835599320,3,Follow problem,At first my TikTok could follow and and follow who follows me back but now when I follow back then refresh my TikTok it’s says follow back again why?,2026-08-13T17:35:47-07:00
appstore_835599320_14424713228,835599320,1,TikTok sucks now,Not good anymore,2026-08-13T17:35:16-07:00
appstore_835599320_14424705101,835599320,1,Can’t let me search,Ugly,2026-08-13T17:32:15-07:00
appstore_835599320_14424670827,835599320,1,Лагает,Попадается старые видео,2026-08-13T17:19:26-07:00
appstore_835599320_14424668096,835599320,1,Do not let your kids watch this app,Dot let your kids watch this app there is porn on this app,2026-08-13T17:18:23-07:00
appstore_835599320_14424660911,835599320,1,my app downgraded,my app downgraded and when i updated it it was the same i cant do nothing and i don’t like it this app is bad bro don’t download it,2026-08-13T17:15:43-07:00
appstore_835599320_14424628502,835599320,5,"TikTok, please","TikTok, please un permanently, suspend me please name is Duke 1234 edits  I didn’t do nothing wrong",2026-08-13T17:03:44-07:00
appstore_835599320_14424499985,835599320,5,Love this app!!,I lovee this app soo muchh butt some of my friends have tiktok shop and are able to call on tiktok but im mostly wondering how i dont have tiktok shop on any of my accounts even though i update it everytime there is an update.,2026-08-13T16:13:39-07:00
appstore_835599320_14424477481,835599320,5,GOON,This app is so good I busta a nut,2026-08-13T16:04:46-07:00
appstore_835599320_14424462025,835599320,5,Make a FaceTime,I think since we are able to call now you should add a FaceTime because what if we wanna see our friends and talk to them,2026-08-13T15:58:40-07:00
appstore_835599320_14424426839,835599320,1,My account got back I was put id,0,2026-08-13T15:44:52-07:00
appstore_835599320_14424423682,835599320,1,app sucks,idk i just wanted to hate,2026-08-13T15:43:35-07:00
appstore_835599320_14424417041,835599320,5,Letter to TikTok,Hey TikTok i love y’all’s app and I hope it never goes away and i love watching vids like TikTok and yall are my favorite app thank you for your time have a great day,2026-08-13T15:40:56-07:00
appstore_835599320_14424336545,835599320,1,No link to Teen acct,I am not able to accept guardian status for my teen’s account. When I click accept the app freezes. There is also no report a problem option. Only an FAQ about a non existent option!!! This is so frustrating,2026-08-13T15:09:27-07:00
appstore_835599320_14424301407,835599320,2,No one wants AI,"Turn off AI Remix. No one asked for it. Stop trying to shove AI down our throats.
Also bring back RUBY BRIDGE’S ACCOUNT!!",2026-08-13T14:56:07-07:00
appstore_835599320_14424265133,835599320,5,Son,Sonion,2026-08-13T14:41:58-07:00
appstore_835599320_14424255248,835599320,2,Why,"So is anyone else having the problem where on mobile the app is normal but on like pc for example your fyp is almost entirely cringe and videos in languages like Spanish and Russian that you don’t understand? Do better TikTok the not interested button is making more of it show up on my fyp, this app is going downhill so fast",2026-08-13T14:38:14-07:00
appstore_835599320_14424246562,835599320,1,Mad,"I used to love this app, but it keeps on banding my account every day. I won’t even post anything or do anything bad or post anything bad? And it will just be my account. I am not too young for it. And when I try to get it back, it just won’t let me in then I can’t use the same phone number so then how am I supposed to? Get a new phone number you expect me to have a bunch of phone numbers and then Then if I get one of my family members phone number it sends them the code and it just annoys them more than the password keeps on saying it’s wrong like what do you mean it’s wrong. This is a new account and a new password.",2026-08-13T14:34:54-07:00
appstore_835599320_14424137144,835599320,4,Love the app but,Love the app but i think tiktok should let teen acounts be able to message with no parent input,2026-08-13T13:53:32-07:00
appstore_835599320_14424115363,835599320,1,Stop letting people put websites in shorts,I got flashed and taking to a website,2026-08-13T13:45:30-07:00
appstore_835599320_14424110210,835599320,5,5/5,Best app u can think of,2026-08-13T13:43:37-07:00
appstore_835599320_14424073346,835599320,1,Streak 🔥,"Недавно я приехал в Америку, до этого жил в другой стране, и я поменял свой регион. И вчера с другом с которым у меня было больше 100 огонька стало 3, думал баг, а сегодня почти со всеми друзьями стало 3, даже с теми с которыми было больше 200. Мне это очень обидно, я люблю тикток и я старался каждый день чтобы не упустить, но после этого это очень обидно. Хотел бы что бы вы дали обратную связь, и решили эту проблему",2026-08-13T13:30:13-07:00
appstore_835599320_14424066342,835599320,1,U.S completely ruined it.,"Bias reporting system. App has become a propaganda machine. Ever since the U.S got their hands on it now we have disgusting ads that violate the Terms of service, your comments will get randomly removed as a violation of their terms of service even if they don’t at all, but if you report someone commenting about commiting violence, crimes, or just blatantly harassing people. Those comments don’t violate the terms of service somehow. Horribly disappointing and shameful. Also they allow ads that will try to scam you and when you report them they let the ad stay up for a couple days and then remove it saying they won’t be taken action because the post has already been removed but the damage has already been done by that time and the scammer faces no repercussions, they can just pay to put up another scam ad. Biblical levels of greed",2026-08-13T13:27:40-07:00
